Institute Code,College Name,Region,Region Type,College Address,Email Address,Website,Registrar Name,Principal Name,Office Phone,Fax No,Status,Autonomy Status,Minority status
5330,"Pune Vidyarthi Griha's College Of Engineering, Nashik",Nashik,Urban,"206, Dindori Road, Near Meri, Mhasrul, Nashik",pvgcoenashik@gmail.com,pvgcoenashik.org,Mr S.N.Gunjal,Dr. A. R. Rasane,6480036,,Un-Aided,Non-Autonomous,Non-Minority
5331,"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik",Nashik,Rural,"Trimbak Road, Mahiravani Nashik",principal@siem.org.in,www.sandipfoundation.org,Mr. Pravin Harishchandra Bharati,Prof (Dr) Dipak Pandurang Patil,222581,222555,Un-Aided,Non-Autonomous,Non-Minority
5354,"Sakeshwar Gramin Vikas Seva Sanstha, Sau.Sundarbai Manik Adsul Polytechnic, Chas, Ahmednagar ",Nashik,Rural,"At Post – Chass, Dist. Ahmednagar",1464principal@msbte.com,www.adsulsgroup.edu.in,Mr. Sayyed J.K.,Prof. Gadakh R.S. ,2570425,2570426,Un-Aided,Non-Autonomous,Non-Minority
5355,"Maharashtra Shetkari Seva Mandal, Tryambakrao Shejawal Institute Of Techology  (Polytehnic), Manmad,Nandgaon,Nashik",Nashik,Rural,"RDC, Anakwade, Manmad, Tal-Nandgaon, Dist-Nashik",principal.tsit@gmail.com,www.tsitpoly.org,Vijay M. Patil,Mr.S.K.Aurange,225526,225526,Un-Aided,Non-Autonomous,Non-Minority
5356,"Shree Samarth Academy’s, Shree Samarth Polytechnic, Mhasane Village Mhasane , Tal.Parner, Ahmednagar",Nashik,Rural,"Village Mhasane , Mhasane Phata,Pune Nagar Road, Tal.Parner, Dist. Ahmednagar  414302",principalssp@rediffmail.com,www.samarthacademy.co.in,Raskar Shashikant c,Prof. Jadhav Kishor P,212001,212001,Un-Aided,Non-Autonomous,Non-Minority
5357,"Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe,  Polytehnic,Vilholi,Nashik",Nashik,Urban,"35/1/2A, Vilholi, Tal- Dist-Nashik",lggpoly1467@gmail.com,www.lggpolytechnic.co.in,DARADE S C,MR. R.R.JOSHI,2336773,2336771,Un-Aided,Non-Autonomous,Non-Minority
5359,"Shri Chhatrapati sambhaji Gramvikas Pratisthan,s Shri Chhatrapati sambhaji Polytechnic,Yelpane Tal.Shrigonda, Ahmednagar",Nashik,,"Yelpane Tal.Shrigonda, Dist. Ahmednagar   414707",scspolytechnicyelpane@gmail.com,www.scsgpy-edu.org,,Mr. SANTOSH S . SHNIDE,257556,,Un-Aided,Non-Autonomous,Non-Minority
5361,"Raghvendra Shikshan Prasarak Mandal's Late Junasing Mangtu College of Engg. (Diploma), Valthan, Tal Chalisgaon,Jalgaon",Nashik,Rural,"Gut No. 25/A, Valthan, Tal Chalisgaon, Jalgaon 424101",principaljmce@gmail.com,www.jmcediploma.org,MR S B NIKUMBH,Mr. ABHISHEK G DESHMUKH,202777,,Un-Aided,Non-Autonomous,Non-Minority
5362,"Shiva Trust's Ajitdada Pawar College of polytechnic,Vadala Mahadeo,  Tal Shrirampur, Ahmednagar ",Nashik,Rural," Srv. No. 3, 6/2, Vadala Mahadeo, Newasa Shrirampur Main Road, Tal Shrirampur, Dist Ahmednagar ",1472principal@msbte.com,www.ajitdadapawarpoly.com,K.D JADHAV,Prof Bodhak Poonam Vasant,246009,246010,Un-Aided,Non-Autonomous,Non-Minority
5363,"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Technology, Agastkhind, Tal Sinner",Nashik,Rural,"Srv. No. 2, At. Post Agastkhind, Tal Sinner Dist. Nashik 422502",1473principal@msbte.com,www.sitp.co.in,Akolkar Naresh Shashikant,Mr. H. P. BHABAD,02551304,02551304,Un-Aided,Non-Autonomous,Religious Minority - Christian
5364,"Dr. R.S. Gunjal Polytechnic, Gujalwadi,Sangamner",Nashik,Rural,"Chandanpuri Ghat, Gujalwadi, Tal Sangamner, Dist. Ahmednagar ",1474principal@msbte.com,www.mhfngo.org,Shri.Raykar K.P.,Prof. Patil Pradeep Kashinath,202302,206309,Un-Aided,Non-Autonomous,Non-Minority
5365,"Vardhaman Education & Welfare Society,Ahinsa Polytechnic, Post. Dondaicha,  Dhule",Nashik,Rural,"Srv. No. 190/1A /1, 190/1A/2, Dhule Road, Post. Dondaicha, Dist.Dhule , 425408",ahinsa.polytechnic@gmail.com,www.ahinsapoly.ac.in,Mr. Balu Onkar Vajari,Mr. H.A. GUPTA,241305,241305,Un-Aided,Non-Autonomous,Religious Minority - Jain
5366,"Potdar Foundation Taloda,Potdar Polytechnic, Patne, Malegaon, Nashik",Nashik,Rural,"Plot No. 1188/4, Patne, Near Telco Shoroom, Malegaon, Dist. Nashik.  423203",potdarmalegaon@rediffmail.com,www.potdarfoundation.org.in,Shaikh Abdul Aziz,Aabid I Shaikh,253730,,Un-Aided,Non-Autonomous,Non-Minority
5367,"K.V.N.Naik  S. P. Sanstha’s, Polytechnic,Nashik",Nashik,Urban,"Near Dongare Vasatigriha, Canada Corner, Nashik.",kvnnaik777@gmail.com,kvnnaikeducation.in,Mr. Shaikh Z.D. ,D.B.BANGAL,2232861,2232863,Un-Aided,Non-Autonomous,Non-Minority
5368,"Seva Shikshan Prasarak Mandal, Dr. N. J. Paulbudhe Institute of Technology, Narayandoho Tal Nagar, Ahmednagar
",Nashik,Rural,Gate No. 479 At. Post Narayandoho Tal Nagar Dist. Ahmednagar,polytech_paulbudhe@yahoo.in,sspm.online.org.in,MR. KARAMPURI R.S.,Principal Mr.B. D. Borde,2030626,2422197,Un-Aided,Non-Autonomous,Non-Minority
5369,"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic , Dindori Road Cannol road ,MERI ,Nashik",Nashik,Urban,"Srv. No,.155 / 1A Dindori Road Cannol road MERI Nashik ",principal@nitnasik.com,www.nitnasik.com,Mr. JAGTAP M.P.,Dr. SURESH PANDURANG PAWAR,2024121,,Un-Aided,Non-Autonomous,Non-Minority
5370,"Kedareshwar Gramin Vikas Pratishthan, Kai. Sau. Sunitatai Eknathrao Dhakane  Polytehnic College,Rakshi,Ahmedngar ",Nashik,Rural,"Gut No. 147/2, At Post-Rakshi Ahmednagar , 414502",kssedpoly@gmail.com,www.kgvp.co.in,Mr. Attar R.H,Prof. Vyavahare Mukund Dnyandev,293666,293666,Un-Aided,Non-Autonomous,Non-Minority
5371,"Karmaveer R.S.Wagh Education & Health Institute, Kadwa Polytechnic, Rajaram Nagar, Tal-Dindori, Nashik",Nashik,Rural,"Rajaram Nagar, Tal-Dindori, Nashik  422209",kadwa.polytechnic@gmail.com,www.kadwapoly.com,Mr Rakibe B B,Prof. Swapnil Dipak Deshmukh,237133,237133,Un-Aided,Non-Autonomous,Non-Minority
5372,"Godavari Foundation,Dr.Varsha Patil Institute of Technology, Jalgaon",Nashik,Rural,Jalgaon  425309,dvpit2010@gmail.com,www.dvpit.in,S.D.Bendale,Amol Subhash Fegade,77200899,2212998,Un-Aided,Non-Autonomous,Non-Minority
5373,"Sarswati Vidya Prasarak Mandal, Aabasaheb Shivajirao Sitaram Patil Institute of Polytechnic, Chichpura, Tal- Dharangaon,Jalgaon",Nashik,Rural,"Chichpura, Tal- Dharangaon Dist-Jalgaon ",drcspatil2609@gmail.com,www.svpmsatkheda.org,DR.P.B.PATIL,MR.Viki Ramakant Bhadane,270115,,Un-Aided,Non-Autonomous,Non-Minority
5374,"Mahatma Phule Samajik & Shaikshanik Vikas Mandal, Samrat Ashok Polytechnic,Dhule Road, Chalisgaon ,Dist Jalgaon",Nashik,Urban,"Sr.No.410, Dhule Road, Chalisgaon Dist-Jalgaon  424101",principalsapoly@gmail.com,www.samrateducation.org.in,Mr Pankaj Joshi,MR.NILESH MALI,229091,226797,Un-Aided,Non-Autonomous,Non-Minority
5375,"Nath Nangebaba Malti Purpose Mandal's, Polytechnic, Parola, Dist-Jalgaon",Nashik,Rural,"Parola, Dist-Jalgaon  425111",1485principal@msbte.com,www.sbpatilpoly.org,ROHIT R BHATIYA,R.D BODKHE,202744,293744,Un-Aided,Non-Autonomous,Non-Minority
5380,"Adsul's Technical Campus, Chas Dist. Ahmednagar",Nashik,Rural,"At Post Chas, Tal.& Dist. Ahmednagar ",adsulstechnicalcampus@gmail.com,www.adsulsgroup.edu.in,Mr. Sayyed J.K.,DR. Ghule C.V.,2570428,2570427,Un-Aided,Non-Autonomous,Non-Minority
5381,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Nashik,Rural,"At Post Dondaicha, Dist. Dhule",5381jaytech@gmail.com,www.jaytech.co,MR SHAMKUMAR BHAVSAR,Dr. Purushottam D. Patil,0256244123,244123,Un-Aided,Non-Autonomous,Non-Minority
5382,"Ahmednagar Jilha Maratha Vidya Prasarak Samajache, Shri. Chhatrapati Shivaji Maharaj College of Engineering, Nepti",Nashik,Rural,"Survey No. 162& 163, Nepti, Nagar Kalyan Road, Ahmednagar",scsmcoe.anr@hotmail.com,www.scoea.org,Mr. M. B. Amrute,Dr. R. S. Deshpande,2568383,2568384,Un-Aided,Non-Autonomous,Non-Minority
5384,"Shree Saibaba Institute of Engineering, Research & Allied Sciences, Rahta.",Nashik,Rural,"At Post Rahta, Taluka Rahata, Dist. Ahmednagar",shrisaibabaengg@gmail.com,www.shrisaibabaengg.org,Rohamare R.V.,Prof. Aher Mahesh Shivajirao,204580,242488,Un-Aided,Non-Autonomous,Non-Minority
5387,"Sureshchandra Dhariwal Polytechnic, Palaskhede(bk), Tal. Jamner.",Nashik,Rural,"At Post Palaskhede(bk), Tal. Jamner, Dist. Jalgaon 424206",sdpoly11@gmail.com,www.sdpolyjamner-org.com,PRALHAD S. CHAUDHARI,Mr. MUKHTAR AHMED ANSARI,230749,233356,Un-Aided,Non-Autonomous,Religious Minority - Jain
5389,"Sandip Foundation's Sandip Institute of Polytechnic, Nashik.",Nashik,Rural,"A/P Mahirawani, Trimbak Road, Nashik  422213",principal@sipnashik.org,sip.sandipfoundation.org,Mrs. C. B. Bansode,Prof. Sandeep Pawar,222576,222555,Un-Aided,Non-Autonomous,Non-Minority
5390,"K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research, Nashik.",Nashik,Urban,"Canada Corner, Sharanpur Road, Nashik",kvnnaik@gmail.com,www.logmieer.com,Mr.A.B.Kulkarni,Dr. Kailas Vishwanath Chandratre,6641301,2232863,Un-Aided,Non-Autonomous,Non-Minority
5392,"KDGM's Dr. Uttamrao Mahajan Institute of Engineering & Technology, Chalisgaon",Nashik,,"Bilakhed Shivar, Near Aurangabad Bye-Pass, Dhule Road, Chalisgaon Dist. Jalgaon",mumahajan@gmail.com,www.kdmg.org,,Mr.shivshankar patil,202252,227278,Un-Aided,Non-Autonomous,Non-Minority
5394,"Sahjivan Shikshan Prasarak Mandal's Vasantrao More Polytechnic, Tehu Tq.Parola, Jalgaon.",Nashik,Rural,"At Tehu Taluka Parola, Dist. Jalgaon  425111",vasantraomorepoly@gmail.com,www.vasantraomore.org,Mr. Rohan Vasantrao More,Mr. Dayanand Gangadhar Patil,293344,222444,Un-Aided,Non-Autonomous,Non-Minority
5395,"Ashok Institute of Engineering & Technology(Polytechnic), Shrirampur.",Nashik,Rural,"Ashok Nagar, Tal.Shrirampur, Dist. Ahmednagar.413717",ashoktech_ashoknagar@yahoo.com,www.ashokpolytechnic.org,Thorat Sachin N,Kadu Arun Ramnath,246021,246493,Un-Aided,Non-Autonomous,Non-Minority
5396,"College of Engineering and Technology ,North Maharashtra Knowledge City, Jalgaon",Nashik,Rural,"Gat No 166 Bambhori, Jalgaon",nmkcjalgaon49@gmail.com,www.nmkcj.org,Rohit C Patil,Dr. V. M. Patil,93714,2234120,Un-Aided,Non-Autonomous,Non-Minority
5399,"Sanghavi College of Engineering, Varvandi, Nashik.",Nashik,Rural,"Gut No. 166, Varvandi, Taluka Dindori, Dist. Nashik.",principal.scenashik@shreemahavir.org,www.shreemahavir.org,Dr. Priyanka Zawar,Prof. Navnath Vasant Palde,259091,259091,Un-Aided,Non-Autonomous,Non-Minority
5401,"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",Nashik,Rural,"Survey No.48, Gowardhan, Gangapur Road, Nashik.",principaljitnashik@rediffmail.com,www.jitnashik.edu.in,Mr. Jagdish V. Patil,Dr.M. V. Bhatkar,2970077,2970078,Un-Aided,Non-Autonomous,Non-Minority
5402,"Shree. Kapildhara Polytechnic, Igatpuri.",Nashik,Rural,"Sr. No. 231, A/p Waki, Kawnai Road, Tahsil Igatpuri, Dist Nashik. ",shreekapildharapoly@gmail.com,www.shreekapildhara.com,Mangesh Mengal,MD. IMADUDDIN,6691382,6691382,Un-Aided,Non-Autonomous,Non-Minority
5404,"Gurukul Education Society's Institute of Engineering & Technology, Nandgaon",Nashik,Rural,"S.No. 34/1B, & 34/2, At Phule Nagar, Post Nandgaon, Tal. & Dist. Nashik.",1607principal@msbte.com,www.gurukulpolytechnic.org,MR.NILLESH S.VAIDYA,MR.NILESH.R.THAKRE,243488,243688,Un-Aided,Non-Autonomous,Non-Minority
5408,"Vidya Niketan College of Engineering, Bota Sangamner",Nashik,Rural,"Gat No. 670, Vidya Nagari, Pune Nashik Road, at post Bota, TalSangamner, Dist. Ahmednagar.",vncoe.principal@gmail.com,www.vidyaniketanglobal.com,SANDIP BHAIK,SIDDALINGESH G.,8600888433,8600888433,Un-Aided,Non-Autonomous,Non-Minority
5409,"Rajiv Gandhi College of Engineering, At Post Karjule Hariya Tal.Parner, Dist.Ahmednagar",Nashik,Rural,"At Post Karjule Harya, Tal. Parner, Dist Ahmednagar",rajivgandhi.iot@gmail.com,www.rgcoe.org,Mr.Pawar Santosh Barku,Dr.Tidke Pandurang Ashruba,295101,295101,Un-Aided,Non-Autonomous,Non-Minority
5411,"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",Nashik,Rural,"Mansoora, Malegaon-Manmad Road, P.B.No.144, Malegaon, Nashik.",mmantc@gmail.com,www.mmantc.in,Mr.Hamid Ajij Shaikh ,Dr.Abdul Kadir Kureshi,02554,239097,Un-Aided,Non-Autonomous,Religious Minority - Muslim
5412,"Trimurti Shikshan Prasarak Mandal's Shri. Pandit Anna Patil College of Engineering, Jalgaon.",Nashik,Rural,"Sr.No.227/2, Paladhi Bk. Opp. Hotel Govind, Near North Maharashtra University, Jalgaon.",manojpatil9737@rediffmail.com,www.tspmjalgaon.edu.in,manoj patil,Manoj Patil,202292,2250092,Un-Aided,Non-Autonomous,Non-Minority
5413,"Netaji Subhashchandra Bose Edu Trust,Netaji Polytechnic.,Dhule",Nashik,Rural,"Gat No 21/1,Village Ajang,Parola Road,N.H.6",netajics123@gmail.com,netajinec.org,chandan jadhav,charul surana,203055,,Un-Aided,Non-Autonomous,Non-Minority
5414,"Nikam Institute of Technology(Polytechnic),Dhule",Nashik,Rural,"Morane-Gondur byPass road,Gondur",5414nikampoly@gmail.com,www.nitgondur.org,JITENDRA ANANDRAO SONAWANE,PRAKALP P.PATIL,297309,297309,Un-Aided,Non-Autonomous,Non-Minority
5415,"Adarsh Polytechnic, Dhule",Nashik,Rural,"155,Nakane,Nakane Road,Deopur,Dhule MS",adarshpolytechnicdhule@rediffmail.com,www.adarshpolytechnicdhule.org,Kailas N Badgujar,Z.F.Pinjari,221775,,Un-Aided,Non-Autonomous,Non-Minority
5417,"Karmaveer Shankarao Kale Education Society's Gautam Polytechnic Institute,Kpoargaon",Nashik,Rural,"Gautam Nagar,Post Kolpewadi,",gautampoly2013@gmail.com,www.kskes.org.in,Pawar Nitin Tukaram,SUBHASH M. BHARATI,262626,262626,Un-Aided,Non-Autonomous,Non-Minority
5418,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",Nashik,Urban,"Khalsa Educational Complex, Guru Gobind Singh Marg, Nashik.",gcoerc.nashik@ggsf.edu.in,www.ggsf.edu.in,Manoj Koli,Dr. Neelkanth G. Nikam,2372766,2372666,Un-Aided,Non-Autonomous,Non-Minority
5419,"Mauli Institute of Technology (Polytechnic), Amalner, Dist. Jalgaon",Nashik,Rural,"Gut No.25/1/A, Dheku Road, Ambasan Dheku, Amalner, District Jalgaon. ",maulipoly@gmail.com,www.maulipoly.com,MR.SWAPNIL PATIL,Prof. K.R.PATIL.,218200,218200,Un-Aided,Non-Autonomous,Non-Minority
5420,"Akole Taluka Education Society's Faculty of Polytechnic, Akole",Nashik,Rural,"At Post Akole Tal., Akole, Dist Ahmednagar",akolepoly2014@gmail.com,www.atespoly.co.in,Mr. VIJAY DAGDU VARPE,DR. RAJKUMAR DNYANDEO PALHADE,221245,221245,Un-Aided,Non-Autonomous,Non-Minority
5434,"Gokhale Education Society's Sir Dr.M.S.Gosavi Polytechnic Institute, Nashik Road",Nashik,Urban,"G.E.Society's Bytco College Campus, Nashik Road, Nashik ",principal@gespoly.org,www.gespoly.org,P. M. Dharmadhikari,P. M. Deshpnade,2451547,,Un-Aided,Non-Autonomous,Non-Minority
6004,"Government College of Engineering & Research, Avasari Khurd",Pune,Rural,"Avasari, Tal. Ambegaon. Dist. Pune",gcoeara@gmail.com,www.gcoeara.ac.in,"I/c Registrar, Shri. C.A. Suryawanshi",Dr. A.S. Pant,230582,230583,Government,Non-Autonomous,Non-Minority
6005,"Government College of Engineering, Karad",Pune,Rural,"Vidyanagar, Karad  Dist. Satara",principal@gcekarad.ac.in,www.gcekarad.ac.in,Mr. D. Y. Peraspure,Dr.  A T Pise,272414,271713,Government,Autonomous,Non-Minority
6007,"Walchand College of Engineering, Sangli",Pune,Urban,"Walchand College of Engineering, Vishram Bagh, Sangli",director@walchandsangli.ac.in,www.walchandsangli.ac.in,Dr. D. B. Kulkarni,Dr. P. G. Sonavane,2303433,,Government-Aided,Autonomous,Non-Minority
6010,"Government Polytechnic, Kolhapur",Pune,Urban,"
old Pune Banglore Highway, Vidyanagar, Kolhapur 416004",gpkolhapur@yahoo.com,www.gpkolhapur.org.in,MEHJABIM MAISHALE,Prashant Pattalwar ,2521038,2521016,Government,Autonomous,Non-Minority
6011,"Government Polytechnic, Awasari (khurd)",Pune,Rural,Avasari (Khurd) Tal. Ambegaon Dist Pune 415405,gpawasari@gmail.com,www.gpawasari.ac.in,Smt M M Joshi,Dr.D.R.Nandanwar,230250,230250,Government,Non-Autonomous,Non-Minority
6012,"Government Polytechnic for Distance Learning, Pune",Pune,,"412-D Gokhale Road, Bhairat Patil Chowk, Shivajinagar Pune  411016",ssgirwalkar@gpdlpune.ac.in,www.gpdlpune.ac.in,,Shri. P.V. SARODE,25656488,25673474,Government,Non-Autonomous,Non-Minority
6013,"Government Polytechnic, Pune",Pune,Urban,"Ganesh khind, Shivaji Nagar, Pune. 411016",principal@gppune.ac.in,www.gppune.ac.in,Shri. R. N. Adagale,Dr. V. S. BANDAL,25559200,,Government,Autonomous,Non-Minority
6014,"Government Residence Women Polytechnic, Tasgaon ",Pune,Rural,"Manerajuri Road, Tasgaon, Sangli  416312",grwptasgaon.dte@gmail.com,grwptasgaon.ac.in,"Shri. V, Y, Shevakare",Smt. S. V. Bane,250447,250448,Government,Non-Autonomous,Non-Minority
6015,"Government Polytechnic, Miraj",Pune,Rural,"Near Maji Sainik Vasahat, Vidyanagar Sangli , 416410",gpmiraj@gmail.com,www.gpmiraj.ac.in,ASHA HANUMANT VIBHUTE,Dr. NITIN PANDURANG SONAJE,2231423,2231423,Government,Non-Autonomous,Non-Minority
6016,"Government Polytechnic, Karad",Pune,Urban,"Government Polytechnic, P,O. Vidyanagar Satara , 415124",gpkarad.dte@gmail.com,www.gpk.ac.in,Shrikant M. Patil,Dr. Rajendra K. Patil,271462,272962,Government,Non-Autonomous,Non-Minority
6017,"Government Polytechnic, Solapur",Pune,Urban," Akkalkot Road, Solapur , 413006",gps.dte@gmail.com,www.gpsolapur.org,PAWAR P B ,DR MAHENDRA CHITLANGE,2653922,2653925,Government,Non-Autonomous,Non-Minority
6018,"Institute of Civil and Rural Engineering(aided), Gargoti, Kolhapur",Pune,Rural,"Hutatma Murlidhar Nagar, Gargoti, Kolhapur  416209",icre_gargoti@rediffmail.com,www.icregargoti.org,Shri Bhoite P.D.,Shri. Jayant Shankar Ghevade,220069,220249,Government-Aided,Non-Autonomous,Non-Minority
6019,"Maharashtra  Institute of  Printing Technology(Aided), Pune",Pune,Urban,"1786, Sadashiv Peth Pune , 411030",mipt.pvg@gmail.com,www.pvgmipt.ac.in,Mr.A.B.Mahadik,Prof. P.V.Shinde,24479058,24470642,Government-Aided,Non-Autonomous,Non-Minority
6020,"Cusrow Wadia Institute of Technology( Aided ), Pune ",Pune,Urban,"19, Bundgarden Rd.,Pune Pune , 411001",cwitpune@rediffmail.com,www.cwitpune.com,Shri S. R. Abnave,PROF. RAO.V.R.,26164814,26161310,Government-Aided,Autonomous,Non-Minority
6027,"Maharashtra State Institute of Hotel Management & Catering Technology,Pune",Pune,Urban,"412-C, Shivaji Nagar, Pune , 411016",office.msihmcpune@dtemaharashtra.gov.in,www.msihmctpune.edu.in,Mrs. Sunita Jagtap,Ms. Anita Ram moodliar,25677189,25676640,Government,Autonomous,Non-Minority
6122,"TSSMS's Pd. Vasantdada Patil Institute of Technology, Bavdhan, Pune",Pune,Urban,"S. V. No. 33/22, Bavdhan(Khurd), Tal-Mulashi Near Chadani Chwok,Tal-Mulashi Dist. Pune ",principal@pvpittssm.edu.in,www.pvpittssm.edu.in, Shri Ravi Sawant,Prof. Dr. C. M. Sedani,22948000,,Un-Aided,Non-Autonomous,Non-Minority
6138,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune",Pune,Rural,"Gat  No. 2181, Wagholi, Tal Haveli Dist. Pune",principal@pgmcoepune.com,www.pgmcoepune.com,RATHI VIJAY ,Dr.N.S.Narawade,27050937,,Un-Aided,Non-Autonomous,Non-Minority
6139,"Progressive Education Society's Modern College of Engineering, Pune",Pune,Rural,"P.E.S. Modern College of Engineering, 1186 A, Shivajinagar, Off. J.M. Road, Pune ",pesmcoe@gmail.com,www.moderncoe.edu.in,Mr. D. D. Gangurde,Dr.Mrs.K.R. Joshi,25533638,25530957,Un-Aided,Non-Autonomous,Non-Minority
6141,"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",Pune,Urban,"S. No. 80/3, Mumbai Pune Bypass Highway,  Tathawade,Tal-Munshi, Dist. Pune",rscoe@jspm.edu.in,www.rscoe.org,Dr. Amey A Choudhari,Dr. R. K. Jain,22933423,22933424,Un-Aided,Autonomous,Non-Minority
6144,"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Pune,Urban,"Survey No. 25/1/3, Infront of Chatrapati Shivaji Sports Stadium, Balewadi, Tal. Haveli, Dist. Pune",ratnaraj.jambi@gmail.com,www.gsmozecoe.org,Ratna Raja Kumar,Ratna Raja Kumar,27390500,27390500,Un-Aided,Non-Autonomous,Non-Minority
6145,"JSPM'S Jaywantrao Sawant College of Engineering,Pune",Pune,Urban,"S. No. 58, Indrayani Nagar, Handewadi Road, Hadapsar, Pune",drmgjadhav@gmail.com,www.jspm.edu.in,Gawade J.R.,Dr. M.G. Jadhav,26970886,26970880,Un-Aided,Non-Autonomous,Non-Minority
6146,"MIT Academy of Engineering,Alandi, Pune",Pune,Urban,"Alandi (D) Tal. Khed, Dist. Pune",principal@maepune.ac.in,www.mitaoe.ac.in,Mr. Manoj N Bade,Dr. Mahesh D Goudar,30253500,30253799,Un-Aided,Autonomous,Non-Minority
6148,"MAEER's M.I.T. College of Engineering , Kothrud, Pune",Pune,Urban,"S.No. 124, Ex. Serviceman Colony, MIT College Campus, Paud Road, Kothrud, Pune",principal@mitcoe.edu.in,www.mitcoe.edu.in,Mr. Yogesh B. Shedge,Dr. Anil S Hiwale,30273400,25442770,Un-Aided,Non-Autonomous,Non-Minority
6149,"Choudhary Attar Singh Yadav Memorial Trust,Siddhant College of Engineering, Maval",Pune,Rural,"Chakan Talegaon Road, At Post Sudumbare, Tal. Maval Dist. Pune",engineeringprincipal@gmail.com,www.siddhantcoe.edu.in,Miss Babar.D.R,Dr. J.R.PANCHAL,661904,661902,Un-Aided,Non-Autonomous,Linguistic Minority - Hindi
6151,"Maharashtra Institute of Technology, Kothrud, Pune",Pune,Urban,"Paud Road,Survey No. 124, Ex-Servicemen Colony Paud Road, Kothrud, Pune",mit@mitpune.com,www.mitpune.com,ABHAY BIRARI,Dr. Lalitkumar K.Kshirsagar,30273400,25442770,Un-Aided,Non-Autonomous,Non-Minority
6155,"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Pune,Urban,"Gat No. 1200 , Domkhel Road, Wagholi,Tal-Haveli, Dist. Pune",ghrcem.pune@raisoni.net,ghrcem.raisoni.net,Mr. S. H. Karande,Dr. Vaibhav Hendre,9921580670,,Un-Aided,Autonomous,Linguistic Minority - Hindi
6156,"Marathwada Mitra Mandal's College of Engineering, Karvenagar, Pune",Pune,Urban,"Survey No 18, Plot No. 5/3,  CTS No.205, Karvenagar, Pune",principal@mmcoe.edu.in,www.mmcoe.edu.in,Mr. S.U. Aboti,Dr. S. M. Deshpande,25479811,,Un-Aided,Non-Autonomous,Non-Minority
6160,"JSPM's Imperial College of Engineering and Research, Wagholi, Pune",Pune,Rural,"Gat No. 720/2, Pune-Ahmadnagar Road, Wagholi, Tal- Haveli,  Dist. Pune",principal@jspmicoer.edu.in,www.jspmicoer.edu.in,Dr . A. W. Dhawale,Dr. R. S. Deshpande ,67335100,67335100,Un-Aided,Non-Autonomous,Non-Minority
6175,"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",Pune,Urban,"Sector 26, Pradhikaran,  Nigdi Pradhikaran, Pune ",pccoeadmin@gmail.com,www.pccoepune.com,Mr. P. S. Patil,Dr. A. M. Fulambarkar,27653168,27641023,Un-Aided,Non-Autonomous,Non-Minority
